3995.667	222.667	4128	237.5	0	1
4051.917	283.167	4190	309	0	2
4093.062	541.062	4227.5	561	0	3
4047.167	627.833	4168	645.5	0	4
4064.938	844.75	4180.5	858	0	5
3528.417	1128.25	3650.333	1144	0	6
3492.583	1054.5	3609.667	1066.333	0	7
3490.333	1003.167	3600.667	1016.667	0	8
3436.917	823.75	3535.333	832	0	9
3487.625	769.625	3617.667	785.667	0	10
3448.667	747.667	3568.667	762.333	0	11
3322.5	526.375	3411	535.333	0	12
3301.167	440.417	3396	449.667	0	13
3145	1155.917	3257.75	1166	0	14
3146.667	1016.667	3238.25	1024.5	0	15
2998.875	1061.875	3098.75	1067.75	0	16
2987.25	970.25	3074.5	976.25	0	17
2860.875	907.938	2921	907.667	0	18
2755	967.25	2829	966.333	0	19
2541.75	742.25	2645	752.667	0	20
2484.75	744	2555.667	748.667	0	21
2374.25	566	2462.667	578.667	0	22
2287.25	363.5	2354.667	365.667	0	23
2368.75	291	2463	302.667	0	24
2366.5	145	2434.333	146.667	0	25
1781	249.833	1810.5	249	0	26
1804.5	391.25	1873	398.75	0	27
1812.5	419	1888.5	427	0	28
2488.125	2482.25	2588	2490	0	29
1483.333	401.167	1548.667	409	0	30
1175.875	412.75	1222	422.667	0	31
1138.625	316.75	1177	317.333	0	32
1112.375	237.125	1124.667	232.667	0	33
955.5	396.5	961	394	0	34
811.5	546.5	796.75	545.75	0	35
947.375	665.25	968.5	664.75	0	36
900	823.75	930.75	824.75	0	37
934.333	998.333	979.25	1000	0	38
1102.875	1008.875	1107	998.667	0	39
1076.25	1039.25	1091.333	1034.333	0	40
1335.5	1009.5	1343.333	1007	0	41
1494.167	1004.833	1511	1001.333	0	42
1585.5	912.25	1608	909	0	43
1839.167	688.75	1864.667	692.667	0	44
1974	893.917	2029.667	896.667	0	45
1992.417	1015.333	2071.5	1021.333	0	46
2484.583	1204.167	2557.375	1206.125	0	47
2783.5	1502	2894.5	1514.333	0	48
2782.25	1587.25	2854.333	1592.333	0	49
2860	1627	2976.5	1639	0	50
2416.5	1653.5	2513	1663.833	0	51
