92.75	473.5	93.833	473.5	1	1
98.25	460.75	98.667	472.667	1	2
104	451.75	104.667	471.833	1	3
111.25	441	110.667	471.333	1	4
115.25	433.75	115.5	470.333	1	5
122.25	424	122.5	469	1	6
129	417	129.667	468.667	1	7
134.75	410	135.333	468.5	1	8
143.5	404	143.333	469	1	9
151.25	398.25	151.333	469.5	1	10
159.25	391.5	159.667	470.5	1	11
165.5	386	165.5	471.167	1	12
172.25	379.75	172.5	472	1	13
179.5	375.5	179.5	472.167	1	14
185.75	369.75	186.5	471.833	1	15
193	362	193.5	471.667	1	16
199.25	354.5	199.5	470.5	1	17
207	341.5	207.667	467	1	18
214.25	329	214.667	460.667	1	19
220.25	317.75	220.667	455	1	20
225.25	300	225.667	450.333	1	21
231	274.5	231.667	441.167	1	22
237.75	249.75	238.667	430.167	1	23
244.25	233.25	244.667	420.667	1	24
250	213	250.5	413	1	25
256.5	193	257.667	404.833	1	26
256.75	118.25	265	388.833	1	27
174.625	552.5	174.667	586.833	2	28
181.375	545.5	181.333	585.667	2	29
187.375	539.25	187.667	584.833	2	30
192.25	533.75	192.333	584.5	2	31
196.625	529.25	196.5	584	2	32
201.125	523.75	201.5	583.833	2	33
205.375	518.5	205.667	583.5	2	34
210.5	512.625	210.5	583.5	2	35
215.125	506.875	215.5	584	2	36
219.25	503.25	219.667	584.833	2	37
223.375	499.5	223.5	585.5	2	38
228.25	494.75	228.667	585.833	2	39
232.25	491.375	232.5	585.5	2	40
236.5	488.625	236.667	586	2	41
241.375	485.375	241.667	586.5	2	42
245.25	481.75	245.667	586.833	2	43
249.5	478	249.5	587	2	44
253.5	475.625	253.5	587.167	2	45
257.375	471	257.667	586.833	2	46
261.375	466.875	261.667	586.333	2	47
266.375	460.125	266.5	586.167	2	48
270.25	455	270.333	585.5	2	49
274.375	448.5	274.667	584.5	2	50
278.25	443.625	278.5	583.5	2	51
282.5	438.875	282.625	582	2	52
285.25	433.75	285.5	580.5	2	53
289.25	428.5	289.625	578.75	2	54
